Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,Entry_Bullish FVG Top,Exit_Bullish FVG Top,Entry_Bullish FVG Bottom,Exit_Bullish FVG Bottom,Entry_Bearish FVG Bottom,Exit_Bearish FVG Bottom,Entry_Bearish FVG Top,Exit_Bearish FVG Top
-3,75,78,26669.75,26545.25,26732.0,26545.25,54.20999999999998,319.29,0.0006775466586675773,2025-10-30 04:00:00+00:00,2025-10-30 16:00:00+00:00,0 days 12:00:00,,,,,,,26550.0,,26669.75
-3,80,81,26650.0,26650.0,,,-319.8,319.8,-0.004,2025-10-31 04:00:00+00:00,2025-10-31 08:00:00+00:00,0 days 04:00:00,,26650.0,26650.0,26550.0,26487.0,,,,
3,81,84,26650.0,26420.0,,,-1008.4200000000001,318.42,-0.012613133208255158,2025-10-31 08:00:00+00:00,2025-10-31 20:00:00+00:00,0 days 12:00:00,,26650.0,,26487.0,,,26420.0,,26584.0
-3,85,86,26528.0,26528.0,,,-318.336,318.336,-0.004,2025-11-03 04:00:00+00:00,2025-11-03 08:00:00+00:00,0 days 04:00:00,,26528.0,26528.0,26495.0,26420.0,,,,
3,86,91,26528.0,26420.0,,,-641.688,317.688,-0.008063027744270257,2025-11-03 08:00:00+00:00,2025-11-04 04:00:00+00:00,0 days 20:00:00,,26528.0,,26420.0,,,26420.0,,26650.0
-3,93,99,26304.0,26014.0,,,556.092,313.908,0.00704698905109488,2025-11-04 12:00:00+00:00,2025-11-05 12:00:00+00:00,1 days 00:00:00,,,,,,,,,
3,99,105,26014.0,25810.0,,,-922.944,310.944,-0.011826247405243321,2025-11-05 12:00:00+00:00,2025-11-06 20:00:00+00:00,1 days 08:00:00,,,,,,,25810.0,,25965.75
-3,111,112,25560.0,25834.0,,25060.0,-1130.364,308.36400000000003,-0.01474131455399051,2025-11-07 20:00:00+00:00,2025-11-09 20:00:00+00:00,2 days 00:00:00,,,25834.0,,25420.0,,,,
3,113,123,25800.0,26009.0,,,316.14599999999996,310.85400000000004,0.004084573643410885,2025-11-10 00:00:00+00:00,2025-11-11 16:00:00+00:00,1 days 16:00:00,,25800.0,,25595.0,,,26075.75,,26097.0
-3,124,125,26152.0,26216.5,,,-507.711,314.211,-0.006471283267054215,2025-11-11 20:00:00+00:00,2025-11-12 04:00:00+00:00,0 days 08:00:00,,26152.0,26216.5,26113.5,26075.75,,,,
3,128,129,26280.0,26265.5,26265.5,26309.0,-358.773,315.273,-0.004550646879756434,2025-11-12 16:00:00+00:00,2025-11-12 20:00:00+00:00,0 days 04:00:00,,,,,,,,,
-3,131,139,26000.0,25630.0,,,800.22,309.78,0.010259230769230809,2025-11-13 04:00:00+00:00,2025-11-14 20:00:00+00:00,1 days 16:00:00,,,25630.0,,25505.0,,,,
3,143,144,25735.0,25650.0,25650.0,25905.0,-563.31,308.31,-0.007296289100446827,2025-11-17 08:00:00+00:00,2025-11-17 12:00:00+00:00,0 days 04:00:00,,,,,,,25685.0,,25735.0
-3,148,151,25000.0,25456.25,,,-1671.4875,302.7375,-0.022286500000000098,2025-11-18 16:00:00+00:00,2025-11-19 16:00:00+00:00,1 days 00:00:00,,,25070.0,,25000.0,25000.0,,25462.25,
3,151,158,25115.0,24875.0,,,-1019.94,299.94,-0.013536930121441339,2025-11-19 16:00:00+00:00,2025-11-20 20:00:00+00:00,1 days 04:00:00,,25070.0,,25000.0,,,24875.0,,25649.5
-3,160,163,24486.0,24555.0,,,-501.246,294.246,-0.006823572653761437,2025-11-21 04:00:00+00:00,2025-11-21 16:00:00+00:00,0 days 12:00:00,,,24555.0,,24488.0,,,,
3,172,184,25354.25,25819.0,,,1087.2105,307.03950000000003,0.014293599692359263,2025-11-25 12:00:00+00:00,2025-12-02 08:00:00+00:00,6 days 20:00:00,,,,,,,,,
-3,184,185,25819.0,25935.0,,25725.0,-658.524,310.524,-0.008501800999264135,2025-12-02 08:00:00+00:00,2025-12-02 12:00:00+00:00,0 days 04:00:00,,,25930.0,,25819.0,,,,
3,186,192,25930.0,25980.0,,,-161.46000000000004,311.46000000000004,-0.0020755881218666302,2025-12-02 16:00:00+00:00,2025-12-03 16:00:00+00:00,1 days 00:00:00,,,,,,,,,
-3,193,194,26140.0,26110.0,,,-223.5,313.5,-0.002850038255547074,2025-12-03 20:00:00+00:00,2025-12-04 00:00:00+00:00,0 days 04:00:00,,26140.0,,26137.75,,,,,
3,194,208,26110.0,26078.75,,,-406.8825,313.1325,-0.005194465721945604,2025-12-04 00:00:00+00:00,2025-12-08 20:00:00+00:00,4 days 20:00:00,,,,,,,,,
-3,208,210,26138.5,26198.0,,,-492.519,314.019,-0.006280888344778748,2025-12-08 20:00:00+00:00,2025-12-09 04:00:00+00:00,0 days 08:00:00,,,,,,,,,
3,210,212,26198.0,26105.5,,,-591.321,313.821,-0.007523742270402312,2025-12-09 04:00:00+00:00,2025-12-09 12:00:00+00:00,0 days 08:00:00,,,,,,,26105.5,,26152.0
-3,213,214,26161.75,26180.0,,,-368.80050000000006,314.05050000000006,-0.004698978470476893,2025-12-09 16:00:00+00:00,2025-12-09 20:00:00+00:00,0 days 04:00:00,,26161.75,26170.0,26152.0,26105.5,,,,
3,215,216,26118.0,26118.0,,,-313.416,313.416,-0.004,2025-12-10 00:00:00+00:00,2025-12-10 04:00:00+00:00,0 days 04:00:00,,,,,,26118.0,,26161.75,
-3,216,217,26118.0,26190.0,26190.0,25974.0,-529.848,313.848,-0.006762232942798109,2025-12-10 04:00:00+00:00,2025-12-10 08:00:00+00:00,0 days 04:00:00,,,26190.0,,26118.0,,,,
3,218,219,26140.0,26063.0,,26334.0,-544.2180000000001,313.218,-0.006939785768936467,2025-12-10 12:00:00+00:00,2025-12-10 16:00:00+00:00,0 days 04:00:00,,,,,,,,,
3,221,222,26194.25,26000.0,,26684.0,-895.9155000000001,313.1655,-0.01140091814043161,2025-12-11 00:00:00+00:00,2025-12-11 04:00:00+00:00,0 days 04:00:00,,,,,,,26000.0,,26270.0
-3,223,226,26000.0,26205.0,26205.0,25590.0,-928.23,313.23,-0.01190038461538472,2025-12-11 08:00:00+00:00,2025-12-11 20:00:00+00:00,0 days 12:00:00,,,,,,,,,
-3,233,235,25689.5,25737.75,,,-453.3135,308.5635,-0.005881955662819473,2025-12-15 00:00:00+00:00,2025-12-15 08:00:00+00:00,0 days 08:00:00,,,,,,,,,
3,235,236,25737.75,25682.5,25682.5,25848.25,-474.2715,308.5215,-0.006142358986313932,2025-12-15 08:00:00+00:00,2025-12-15 12:00:00+00:00,0 days 04:00:00,,,,,,,,,
-3,241,242,25393.0,25504.0,,25014.75,-638.3820000000001,305.382,-0.008380025991414852,2025-12-16 08:00:00+00:00,2025-12-16 12:00:00+00:00,0 days 04:00:00,,,25418.0,,25338.25,,,,
3,248,249,25629.5,25300.75,,25827.0,-1291.8315,305.5815,-0.016801361712089544,2025-12-17 12:00:00+00:00,2025-12-17 16:00:00+00:00,0 days 04:00:00,,,,,,,25332.25,,25629.5
-3,252,254,25210.5,25294.75,,,-555.7815,303.03150000000005,-0.00734854524900341,2025-12-18 04:00:00+00:00,2025-12-18 12:00:00+00:00,0 days 08:00:00,,,25294.75,,25251.75,,,,
3,260,261,25555.5,25688.0,25523.5,25619.5,90.03899999999999,307.461,0.0011744242922267422,2025-12-19 12:00:00+00:00,2025-12-19 16:00:00+00:00,0 days 04:00:00,,,25688.0,,25620.0,,,,
3,267,273,25924.0,25885.0,25885.0,26002.0,-427.85400000000004,310.85400000000004,-0.005501388674587301,2025-12-22 12:00:00+00:00,2025-12-23 12:00:00+00:00,1 days 00:00:00,,,,,,,,,
3,276,291,26021.25,26010.75,,,-343.692,312.192,-0.004402709324110138,2025-12-24 00:00:00+00:00,2025-12-29 08:00:00+00:00,5 days 08:00:00,,,,,,,26010.75,,26049.0
-3,292,310,26010.75,25875.75,,,93.68099999999998,311.319,0.0012005420835615836,2025-12-29 12:00:00+00:00,2026-01-02 08:00:00+00:00,3 days 20:00:00,,,25875.75,,25830.0,26027.5,,26033.25,
3,311,312,25875.75,25563.5,,25956.25,-1245.3854999999999,308.6355,-0.016043148507772734,2026-01-02 12:00:00+00:00,2026-01-02 16:00:00+00:00,0 days 04:00:00,,,,,,,25674.25,,25875.75
-3,314,316,25674.25,25682.5,,,-332.8905,308.1405,-0.0043219762992102,2026-01-04 20:00:00+00:00,2026-01-05 04:00:00+00:00,0 days 08:00:00,,,,,,,,,
3,316,317,25678.5,25779.0,25628.25,25779.0,-7.2450000000000045,308.745,-9.404754950635089e-05,2026-01-05 04:00:00+00:00,2026-01-05 08:00:00+00:00,0 days 04:00:00,,,25720.0,,25705.25,,,,
3,323,325,25860.0,26010.0,25788.0,26010.0,138.77999999999997,311.22,0.00178886310904873,2026-01-06 08:00:00+00:00,2026-01-06 16:00:00+00:00,0 days 08:00:00,,,25867.5,,25862.75,,,,
3,327,329,26034.75,25989.0,,,-449.39250000000004,312.14250000000004,-0.005753752196583419,2026-01-07 00:00:00+00:00,2026-01-07 08:00:00+00:00,0 days 08:00:00,,,,,,,25989.0,,26024.75
-3,330,331,26002.0,26135.0,,25944.5,-711.822,312.822,-0.00912522113683557,2026-01-07 12:00:00+00:00,2026-01-07 16:00:00+00:00,0 days 04:00:00,,,26115.5,,25989.0,,,,
3,332,334,26115.5,25994.5,,,-675.6600000000001,312.66,-0.008623997243016612,2026-01-07 20:00:00+00:00,2026-01-08 04:00:00+00:00,0 days 08:00:00,,,,,,,26025.0,,26047.0
-2,336,337,26025.0,25896.0,26065.0,25945.0,50.315999999999974,207.68400000000003,0.0009666858789625114,2026-01-08 12:00:00+00:00,2026-01-08 16:00:00+00:00,0 days 04:00:00,,,,,,,25922.25,,25981.0
-3,338,342,25922.25,26031.25,26031.25,25704.25,-638.721,311.721,-0.008213291670283333,2026-01-08 20:00:00+00:00,2026-01-09 12:00:00+00:00,0 days 16:00:00,,,,,,,,,
2,345,346,26113.0,26050.5,26050.5,26364.0,-333.654,208.654,-0.006388656990770856,2026-01-11 20:00:00+00:00,2026-01-12 00:00:00+00:00,0 days 04:00:00,,,,,,,26120.0,,26155.0
-2,349,350,25962.0,26149.75,,25897.25,-583.947,208.447,-0.011246186734458007,2026-01-12 12:00:00+00:00,2026-01-12 16:00:00+00:00,0 days 04:00:00,,,26149.75,,25945.75,,,,
2,351,353,26149.75,26119.75,,,-269.078,209.078,-0.005144944024321496,2026-01-12 20:00:00+00:00,2026-01-13 04:00:00+00:00,0 days 08:00:00,,,,,,,,,
-2,353,355,26123.75,26245.75,26245.75,25879.75,-453.478,209.478,-0.00867942006794588,2026-01-13 04:00:00+00:00,2026-01-13 12:00:00+00:00,0 days 08:00:00,,,,,,,,,
-2,363,365,25812.25,25845.0,,,-272.129,206.629,-0.00527131497641631,2026-01-14 20:00:00+00:00,2026-01-15 04:00:00+00:00,0 days 08:00:00,,,,,,,,,
2,368,369,26051.0,25937.5,25937.5,26278.0,-434.954,207.954,-0.008348124832060152,2026-01-15 16:00:00+00:00,2026-01-15 20:00:00+00:00,0 days 04:00:00,,,,,,,26004.5,,26051.0
-2,370,372,26004.5,26050.5,,,-300.22,208.22,-0.005772462458420709,2026-01-16 00:00:00+00:00,2026-01-16 08:00:00+00:00,0 days 08:00:00,,,26050.5,,26030.0,,,,
2,373,374,26050.5,25933.75,,26111.5,-441.437,207.937,-0.008472716454578581,2026-01-16 12:00:00+00:00,2026-01-16 16:00:00+00:00,0 days 04:00:00,,,,,,,25978.5,,26050.5
-2,379,380,25631.0,25501.0,25696.0,25501.0,55.47199999999998,204.52800000000002,0.001082127111700728,2026-01-19 08:00:00+00:00,2026-01-19 12:00:00+00:00,0 days 04:00:00,,,,,,,,,
2,383,384,25598.0,25559.5,25559.5,25681.0,-281.63,204.63,-0.005501015704351943,2026-01-20 00:00:00+00:00,2026-01-20 04:00:00+00:00,0 days 04:00:00,,,,,,,,,
-2,386,387,25492.75,25626.75,25626.75,25224.75,-472.478,204.478,-0.00926690921928781,2026-01-20 12:00:00+00:00,2026-01-20 16:00:00+00:00,0 days 04:00:00,,,,,,,,,
-2,389,391,25394.75,25434.0,,,-281.815,203.315,-0.005548686244204097,2026-01-21 00:00:00+00:00,2026-01-21 08:00:00+00:00,0 days 08:00:00,,,,,,,,,
2,391,392,25416.25,25265.5,,25510.75,-504.227,202.727,-0.009919382284955454,2026-01-21 08:00:00+00:00,2026-01-21 12:00:00+00:00,0 days 04:00:00,,,,,,,,,
2,398,408,25824.25,25800.0,,,-254.997,206.497,-0.004937161776237443,2026-01-22 12:00:00+00:00,2026-01-26 00:00:00+00:00,3 days 12:00:00,,,,,,,25892.25,,25927.25
-2,408,410,25800.0,25930.0,,,-466.92,206.92000000000002,-0.009048837209302246,2026-01-26 00:00:00+00:00,2026-01-26 08:00:00+00:00,0 days 08:00:00,,,,,,25892.25,,25927.25,
2,410,411,25851.0,25953.0,25800.0,25953.0,-3.216000000000008,207.216,-6.220262272250542e-05,2026-01-26 08:00:00+00:00,2026-01-26 12:00:00+00:00,0 days 04:00:00,,,,,,,,,
2,413,425,26098.0,26417.0,,,427.94,210.06,0.008198712545022666,2026-01-26 20:00:00+00:00,2026-01-28 20:00:00+00:00,2 days 00:00:00,,,,,,,,,
-2,425,429,26437.25,26251.75,26530.0,26251.75,160.244,210.756,0.003030648043953122,2026-01-28 20:00:00+00:00,2026-01-29 12:00:00+00:00,0 days 16:00:00,,,,,,,26433.5,,26437.0
-2,431,443,26129.75,26106.75,,,-162.94600000000003,208.94600000000003,-0.0031180168199083508,2026-01-29 20:00:00+00:00,2026-02-02 16:00:00+00:00,3 days 20:00:00,,,26096.0,,25710.75,,,,
2,444,450,26096.0,25542.75,,,-1313.055,206.555,-0.02515816600245246,2026-02-02 20:00:00+00:00,2026-02-03 20:00:00+00:00,1 days 00:00:00,,,,,,,25700.25,,25711.25
-2,452,454,25700.25,25427.75,25836.5,25427.75,340.488,204.512,0.006624215717745963,2026-02-04 04:00:00+00:00,2026-02-04 12:00:00+00:00,0 days 08:00:00,,,,,,,,,
-2,466,467,25100.0,25135.0,,,-270.94,200.94,-0.00539721115537844,2026-02-06 12:00:00+00:00,2026-02-06 16:00:00+00:00,0 days 04:00:00,,24948.5,25132.5,24830.0,25080.0,,,,
2,471,472,25369.75,25278.25,25278.25,25552.75,-385.592,202.59199999999998,-0.007599444219986399,2026-02-09 04:00:00+00:00,2026-02-09 08:00:00+00:00,0 days 04:00:00,,,,,,,,,
2,476,477,25547.75,25531.5,25531.5,25622.25,-236.817,204.317,-0.004634791713556011,2026-02-10 00:00:00+00:00,2026-02-10 04:00:00+00:00,0 days 04:00:00,,,,,,,,,
-2,485,486,25481.75,25546.75,25546.75,25351.75,-334.11400000000003,204.114,-0.006555946903175787,2026-02-11 12:00:00+00:00,2026-02-11 16:00:00+00:00,0 days 04:00:00,,,,,,,,,
2,491,492,25559.25,25232.0,,25615.25,-857.665,203.16500000000002,-0.01677797666206956,2026-02-12 12:00:00+00:00,2026-02-12 16:00:00+00:00,0 days 04:00:00,,,,,,,25235.75,,25559.25
-2,497,504,25128.0,24912.5,25235.75,24912.5,230.838,200.162,0.00459324259789877,2026-02-13 12:00:00+00:00,2026-02-16 12:00:00+00:00,3 days 00:00:00,,,,,,,,,
-2,506,507,24985.0,24793.0,25081.0,24793.0,184.888,199.112,0.003699979987992796,2026-02-16 20:00:00+00:00,2026-02-17 00:00:00+00:00,0 days 04:00:00,,,,,,,,,
-2,509,511,24889.25,25049.0,25049.0,24524.75,-519.2529999999999,199.753,-0.010431270528441065,2026-02-17 08:00:00+00:00,2026-02-17 16:00:00+00:00,0 days 08:00:00,,,,,,,,,
2,516,517,25083.25,25307.75,25019.0,25211.75,247.43599999999998,201.56400000000002,0.0049322954561309825,2026-02-18 12:00:00+00:00,2026-02-18 16:00:00+00:00,0 days 04:00:00,,,,,,,,,
2,527,528,25111.0,25028.5,,25168.0,-365.558,200.558,-0.007278841941778463,2026-02-20 08:00:00+00:00,2026-02-20 12:00:00+00:00,0 days 04:00:00,,,,,,,,,
-2,534,535,25132.0,25169.75,25169.75,25056.5,-276.707,201.207,-0.005505073213433062,2026-02-23 08:00:00+00:00,2026-02-23 12:00:00+00:00,0 days 04:00:00,,,,,,,,,
-2,538,540,25038.25,25038.0,,,-199.805,200.305,-0.003989995307180041,2026-02-24 00:00:00+00:00,2026-02-24 08:00:00+00:00,0 days 08:00:00,,,,,,,,,
2,540,541,25038.0,25000.0,25000.0,25120.0,-276.152,200.152,-0.005514657720265245,2026-02-24 08:00:00+00:00,2026-02-24 12:00:00+00:00,0 days 04:00:00,,,,,,,,,
2,549,555,25509.75,25280.0,,,-662.659,203.159,-0.01298834759258713,2026-02-25 20:00:00+00:00,2026-02-26 20:00:00+00:00,1 days 00:00:00,,,,,,,,,
-2,555,568,25308.0,25301.75,,,-189.93900000000002,202.43900000000002,-0.003752548601232853,2026-02-26 20:00:00+00:00,2026-03-02 20:00:00+00:00,4 days 00:00:00,,,,,,,,,
2,569,571,25074.75,24866.0,,,-617.263,199.763,-0.012308457711442754,2026-03-03 00:00:00+00:00,2026-03-03 08:00:00+00:00,0 days 08:00:00,,,,,,,24911.0,,25025.75
-2,573,574,24874.0,24997.25,,24800.0,-445.985,199.485,-0.008964883010372238,2026-03-03 16:00:00+00:00,2026-03-03 20:00:00+00:00,0 days 04:00:00,,,24889.5,,24874.0,,,,
2,575,577,24889.5,24860.0,,,-257.998,198.998,-0.0051828682777878155,2026-03-04 00:00:00+00:00,2026-03-04 08:00:00+00:00,0 days 08:00:00,,,,,,,,,
-2,577,578,24887.0,25027.0,,24631.5,-479.656,199.656,-0.0096366777835819,2026-03-04 08:00:00+00:00,2026-03-04 12:00:00+00:00,0 days 04:00:00,,,24935.0,,24887.0,,,,
2,581,591,25273.0,25075.75,,,-595.895,201.39499999999998,-0.011789162347168956,2026-03-05 00:00:00+00:00,2026-03-06 16:00:00+00:00,1 days 16:00:00,,,,,,,,,
-2,591,593,25113.0,24679.0,25330.0,24679.0,668.832,199.168,0.013316449647592911,2026-03-06 16:00:00+00:00,2026-03-08 20:00:00+00:00,2 days 04:00:00,,,,,,,24764.75,,24970.0
-2,595,597,24438.75,24595.0,,,-508.635,196.135,-0.010406321927267223,2026-03-09 04:00:00+00:00,2026-03-09 12:00:00+00:00,0 days 08:00:00,,,24527.75,,24525.0,,,,
2,600,613,25075.0,24939.0,,,-472.056,200.05599999999998,-0.00941288135593223,2026-03-10 00:00:00+00:00,2026-03-12 04:00:00+00:00,2 days 04:00:00,,,,,,,,,
-2,613,626,25051.0,24744.25,,,414.31899999999996,199.181,0.008269510199193603,2026-03-12 04:00:00+00:00,2026-03-16 04:00:00+00:00,4 days 00:00:00,,,24716.0,,24708.0,,,,
2,627,628,24716.0,24854.0,24647.0,24854.0,77.72,198.28,0.0015722608836382318,2026-03-16 08:00:00+00:00,2026-03-16 12:00:00+00:00,0 days 04:00:00,,,24833.25,,24799.0,,,,
