date,open,high,low,close,volume,average,barCount
2025-09-12 08:15:25-04:00,3744.2,3745.0,3735.4,3743.5,11149.0,3739.488566619433,6533
2025-09-12 09:00:00-04:00,3743.6,3750.8,3741.3,3748.3,13276.0,3747.364832780774,8373
2025-09-12 10:00:00-04:00,3748.3,3752.9,3744.8,3746.2,10959.0,3749.356765900287,6706
2025-09-12 11:00:00-04:00,3746.1,3746.4,3739.1,3742.3,9305.0,3742.811842793315,5539
2025-09-12 12:00:00-04:00,3742.3,3748.5,3740.5,3747.9,5161.0,3744.763124216512,3242
2025-09-12 13:00:00-04:00,3747.8,3749.6,3746.1,3747.4,5659.0,3748.045748694077,3426
2025-09-12 14:00:00-04:00,3747.5,3747.8,3745.5,3747.0,2847.0,3746.643265171154,1868
2025-09-12 15:00:00-04:00,3747.0,3747.0,3741.8,3742.7,3863.0,3744.153348771763,2286
2025-09-12 16:00:00-04:00,3742.7,3743.8,3739.2,3740.7,3015.0,3741.114634472097,1625
2025-09-14 18:00:00-04:00,3740.2,3744.2,3737.1,3739.7,2759.0,3740.382903938398,1705
2025-09-14 19:00:00-04:00,3739.4,3739.5,3733.5,3735.1,2013.0,3735.850239799098,1330
2025-09-14 20:00:00-04:00,3734.9,3739.4,3728.9,3730.4,5656.0,3733.522930184972,3639
2025-09-14 21:00:00-04:00,3730.5,3732.0,3722.5,3731.7,8359.0,3727.404849889324,5441
2025-09-14 22:00:00-04:00,3731.8,3741.8,3731.3,3737.5,6476.0,3738.075920172431,4105
2025-09-14 23:00:00-04:00,3737.6,3743.8,3736.8,3743.4,2966.0,3740.515021951427,1946
2025-09-15 00:00:00-04:00,3743.7,3744.3,3740.9,3742.8,1816.0,3742.720376476603,1272
2025-09-15 01:00:00-04:00,3742.9,3743.7,3739.7,3741.1,2359.0,3741.490662663026,1620
2025-09-15 02:00:00-04:00,3741.1,3741.2,3734.2,3734.2,5565.0,3738.126734792827,3731
2025-09-15 03:00:00-04:00,3734.2,3741.9,3731.3,3740.7,6509.0,3735.962031963968,4105
2025-09-15 04:00:00-04:00,3740.7,3742.7,3737.4,3742.4,3974.0,3739.854431886282,2504
2025-09-15 05:00:00-04:00,3742.4,3742.8,3732.7,3738.2,5957.0,3736.785228814379,3689
2025-09-15 06:00:00-04:00,3738.4,3743.4,3735.4,3736.4,6413.0,3740.260948849448,3660
2025-09-15 07:00:00-04:00,3736.6,3743.2,3735.7,3739.5,5645.0,3740.413392710636,3318
2025-09-15 08:00:00-04:00,3739.7,3748.5,3733.6,3747.7,13674.0,3740.697954584852,7790
2025-09-15 09:00:00-04:00,3747.7,3762.5,3744.0,3755.0,21110.0,3754.245132382358,11908
2025-09-15 10:00:00-04:00,3755.0,3762.1,3751.3,3761.6,14403.0,3757.100914048599,7982
2025-09-15 11:00:00-04:00,3761.8,3782.8,3761.1,3781.0,22333.0,3771.064771733351,11241
2025-09-15 12:00:00-04:00,3781.1,3785.6,3774.1,3778.7,18445.0,3780.313032645377,9797
2025-09-15 13:00:00-04:00,3778.8,3782.6,3778.4,3781.9,8065.0,3780.587431595514,4312
2025-09-15 14:00:00-04:00,3782.2,3782.4,3775.5,3776.8,4707.0,3778.351588298101,2759
2025-09-15 15:00:00-04:00,3776.9,3782.5,3776.6,3780.8,4208.0,3779.977656150765,2411
